Country,Region,Beneficiary Name,Total Budget,EU Contribution,Number of Projects,Transliterated NameBulgaria,Blagoevgrad Province,КАБРОН И ПЕКЕНЬО ООД,127024.68,86376.78,1,KABRON I PEKENЬO OOD,
Bulgaria,Blagoevgrad Province,Фондация "Фондация 3000",131317.42,111619.81,1,Fondatsiya "Fondatsiya 3000",
Bulgaria,Blagoevgrad Province,АГЕНЦИЯ ПРО УЕЙ ЕООД,85501.79,72676.52,1,AGENTsIYa PRO UEY EOOD,
Bulgaria,Blagoevgrad Province,Национална компания "Железопътна инфраструктура",5.6551166123E8,2.4420975385E8,3,Natsionalna kompaniya "Zhelezopatna infrastruktura",
Bulgaria,Blagoevgrad Province,Association In Focus,118812.25,100990.4,1,,
Bulgaria,Blagoevgrad Province,ЧЕЗ РАЗПРЕДЕЛЕНИЕ БЪЛГАРИЯ АД,93410.78,63519.34,1,ChEZ RAZPREDELENIE BALGARIYa AD,
Bulgaria,Blagoevgrad Province,АРАЛДИКА БЪЛГАРИЯ ЕООД,138972.49,89793.05,2,ARALDIKA BALGARIYa EOOD,
Bulgaria,Blagoevgrad Province,САМОСТОЯТЕЛНА МЕДИКО-ТЕХНИЧЕСКА ЛАБОРАТОРИЯ ПРИТИ СМАЙЛ ДЕНТА ЛАБ ЕООД,127500.0,86700.0,1,SAMOSTOYaTELNA MEDIKO-TEHNIChESKA LABORATORIYa PRITI SMAYL DENTA LAB EOOD,
Bulgaria,Blagoevgrad Province,Ивентиво ЕООД,101957.15,86663.58,1,Iventivo EOOD,
Bulgaria,Blagoevgrad Province,ЮРЪПИЪН ТОБАКО СЪРВИСИЗ ЕООД,310080.0,191000.1,2,YuRAPIAN TOBAKO SARVISIZ EOOD,
Bulgaria,Blagoevgrad Province,АВА ВИЖЪН ЕООД,113893.53,77447.58,1,AVA VIZhAN EOOD,
Bulgaria,Blagoevgrad Province,Пасмарекс ООД,126546.3,86051.48,1,Pasmareks OOD,
Bulgaria,Blagoevgrad Province,РЕД И КО ООД,189528.24,161099.0,1,RED I KO OOD,
Bulgaria,Blagoevgrad Province,"Самостоятелна медико-диагностична лаборатория ДЕНТАЛНИ ИЗСЛЕДВАНИЯ" ЕООД,125522.22,84000.11,1,"Samostoyatelna mediko-diagnostichna laboratoriya DENTALNI IZSLEDVANIYa" EOOD,
